title,text 
"Nem o site, nem o aplicativo estão fazendo login","Estou tentando efetuar uma compra desde segunda-feira e quando tento fazer login, fala pra eu tentar mais tarde. Tento fazer o cadastro e já diz que tenho cadastro. Não quero fazer a compra por telefone."
Produto não recebido no prazo da entrega ,"Fiz uma compra de uma fritadeira elétrica Mondial na Magazine Luiza, dia 13 de novembro.  Já com o pagamento aprovado e pedido feito.Com previsão de entrega para o dia 14 de novembro, e até hoje não recebi.Preciso saber qual o motivo.ObrigadaCida"
Cadeira gamers não chegou..,"Realizei a compra de uma cadeira gamers no dia 13/10 a entrega estava prevista para o dia 27/10. Passou o tempo da entrega e enviaram uma mensagem informando que não encontrou o endereço. FIQUEI sem entender pq esse mês fiz outras 4 compras sendo que duas delas na Magalu e entregaram sem problemas. Entrei em contato repassei endereço, ponto de referência e telefone. Depois enviaram outra mensagem informando q não conseguiu achar o endereço. Repassei tudo novamente. Depois ligaram falando q Não iriam entregar se eu buscaria na transportadora. Que absurdo paguei frete e eles vem com essa conversa. Tentei contato com a transportadora e fiquei 1 hora na secretaria eletrônica e não atendeu. Liguei Pra Magalu informaram que iriam entrar em contato com a Comprebel e retornariam com uma solução no dia 12/11. Não entraram em contato eu que liguei oq me disseram era pra repassar o endereço novamente.. Sem respeito com cliente muito decepcionada."
Comprei um aspirador aspirador de pó e água electrolux 1400w. ,Comprei um aspirador aspirador de pó e água electrolux 1400w. Ele veio faltando a espuma de filtrar. Tentei contato e não conseguir;...Horrivel
A DEVOLUÇÃO NÃO FOI REALIZADA DEVIDO À INCOMPETÊNCIA DA EMPRESA!!!,"Primeiramente, comprei uma cadeira gamer na Magalu e após pouquíssimos meses de uso ela já apresentou problema na elevação a gás dela ( JA SENDO MOTIVO PARA RECLAMAÇÃO,POIS UMA CADEIRA CARA DAQUELA APRESENTAR PROBLEMA EM TÃO POUCO TEMPO JA É UM ABSURDO!!). Com isso, após algum tempo , solicitei a troca da cadeira e me foi dito que iriam fazer a retirada até o dia 08/11, entretanto, apenas no dia que era pra ser a retirada, que me foi informado que seria pro dia 10/11 e que ela deveria estar desmontada, todavia, nesse dia teria apenas minha mãe em casa e ela sozinha não teria condições de desmontar a cadeira sozinha, então ela perguntou para a atendente se ela poderia entregar a cadeira montada e se não pudesse ela remarcaria a coleta da cadeira. A atendente disse que não teria problema e com isso, seguiu marcado a coleta pro dia 10. No dia 10, foram buscar a cadeira só que disseram para ela que ela deveria estar desmontada e foram embora, contrariando o que foi dito pela atendente. Tendo isso em vista, entrei novamente em contato com a empresa e até hoje não recebi NENHUM retorno e minha cadeira segue lá. TOTAL DESCASO E FALTA DE COMPETÊNCIA POR PARTE DA MAGALU, ABSURDO !!!!!!!"
Fui enganado,Comprei um produto na loja e me envierao outro estou tentando trocar faz 1 meis e ate agora nada.
transtorno,"transtorno so para trocar um produto que a transportadora mandou tudo quebrado,"
Pedido devolvido e Magazine Luiza não devolve o valor!!,"Em 22/10/2022 paguei via PIX e realizei o pedido online na Magazine Luiza de um relógio Samsung galaxy watch 4 LTE, porém ao recebê-lo em 24/10/2022 e utilizá-lo constatei que foi enviado o modelo diferente, veio o Samsung galaxy watch 4 BT, ou seja, veio a versão bluetooth, quando na verdade eu comprei a versão LTE. Percebi a divergência ao tentar incluir plano de dados no relógio, o que eu não consegui pelo fato de ter sido enviado o modelo errado. Devolvi o produto errado em 31/10/2022 e a Magazine Luiza recebeu de volta no dia 7/11/2022 e aí que a minha luta se inicia. Desde então a loja simplesmente ignora minhas ligações e contatos por chat, informando que eu devo aguardar o prazo de avaliação para depois emitirem o reembolso em minha conta. Já se passaram 10 dias e a cada novo contato os atendentes informam prazos diferentes. Primeiro eram 5 dias úteis de solução, depois 7 e agora terei de aguardar 10 dias úteis para ter o valor ressarcido em minha conta. A loja está descumprindo o parágrafo único do Artigo 49 do Código de Defesa do Consumidor que estabelece que ""se o consumidor exercitar o direito de arrependimento previsto neste artigo, os valores eventualmente pagos, a qualquer título, durante o prazo de reflexão, serão devolvidos, de imediato, monetariamente atualizados."" Ou seja, o que deveria ter sido devolvido imediatamente, até mesmo antes de a loja ter recebido a devolução, a Magazine Luiza está levando mais de 10 dias para realizar. Espero que depositem meu valor o mais breve possível para evitar transtornos maiores."
Preciso acionar a garantia da lava e seca LG,Painel da lava e seca está queimando (alguns cursores do painel estão se apagando)  e não consigo acionar a garantia do produto.
Realizaram uma compra utilizando a minha conta na Loja Virtual,"Recebi um e-mail e whatsapp me informando a respeito da compra de uma Tv na Magazine Luiza. Acessei minha conta através do site e a mesma realmente estava constando; com o pagamento em um cartão que desconheço e para a entrega em um endereço diferente do meu. O site não disponibiliza nenhum canal ou meio de cancelamento, assim fica complicado de informar. Assim, solicito o cancelamento da compra em meu nome."
Realizaram uma compra utilizando a minha conta na Loja Virtual,"Recebi um e-mail e whatsapp me informando a respeito da compra de uma Tv na Magazine Luiza. Acessei minha conta através do site e a mesma realmente estava constando; com o pagamento em um cartão que desconheço e para a entrega em um endereço diferente do meu. O site não disponibiliza nenhum canal ou meio de cancelamento, assim fica complicado de informar. Assim, solicito o cancelamento da compra em meu nome."
Empresa com descaso ao cliente,"Efetuei a compra de um HD Externo Seagate Backup Plus Hub 10TB USB 3.0 Preto STEL10000400 no dia 06/10 no valor de R$1499+frete. Quase 1 semana depois, recebo um email dizendo que iriam atrasar o envio e para que eu não fosse prejudicado, cancelariam e eu teria que refazer a compra. Dia 14/10 cancelaram meu pedido, todavia agora no site o produto está acima de R$2200 (conforme imagem em anexo), ou seja, quase R$800 a mais do que paguei inicialmente. Então cancelam minha compra unilateralmente e eu que devo arcar com essa diferença nos valores? Lembrando que em MOMENTO ALGUM solicitei cancelamento, e estava aguardando o envio, independente se fosse demorar mais que o usual!Minha ultima reclamação IGNORARAM! Fui feito de besta quase 1 mes esperando a posição deles."
"Falta de comunicação da empresa com a transportadora, e total desrespeito da transportadora com o cliente","Eu fiz a compra de um iPhone 11 com a loja on-line, porém, um dia depois, pedi o cancelamento da compra, pois achei em outro lugar mais barato e optei por cancelar. Fui informada pela loja, que como já haviam emitido a nota fiscal e o produto já tinha sido entregue a transportadora, eu deveria recusar a entrega desse produto quando ele fosse entregue. Até aí ok. Já fiz isso com outras entregas, conheço muito bem a logística. Caso não fizesse isso, e o produto fosse entregue, eu teria que fazer a postagem dele nos correios, o que eu não queria fazer. Fiquei em casa todos os dias, desde a compra, pra poder estar presente quando a tentativa de entrega fosse feita. No data marcada para a entrega, ela foi adiada, acredito que devido às chuvas. No outro dia, cedo foi feita a tentativa de entrega. Recusei. O entregador não pediu que eu assinasse nada, disse que ele mesmo colocaria a informação no aplicativo deles. Tudo bem. Menos um problema. Ao meio dia, recebo uma mensagem dizendo que foi feita uma tentativa de entrega e não tinha ninguém, que uma nova tentativa de entrega seria feita. Liguei imediatamente no SAC, me disseram para desconsiderar a mensagem, que constava no sistema que ela tinha sido enviada no dia anterior as 23h, mas impossível, tinha chegado naquele momento. Tudo bem, desconsiderei, meu processo de cancelamento estava em andamento. Isso era dia 15.11.22. Hoje, dia 16.11, recebo uma mensagem dizendo que meu pedido foi entregue, nem em casa eu estou, pois tinha um compromisso, que eu não desmarquei pois achei que estava tudo resolvido, mas os entregadores não anotaram minha recusa pelo jeito, foram lá e entregaram o objeto para a minha vizinha, dona da loja que fica embaixo do meu apartamento. Então não adianta a recusa, os entregadores entregam mesmo assim. Vou ter que ir nos correios, todo o estresse e informações passadas não se conversam, não se conectam. Muito chateada. "
data de entrega indevida," Dia 24/10 comprei uma cafeteira italiana  no site, no dia tinha um aviso de opção pgto no  pix retirada no  dia seguinte na loja, fiz a compra e finalizando  apareceu 6 dias uteis após o pagamento para retirar o produto , porém até o dia de hoje 16/11 o produto ainda não está disponível para retirada"
Não devolvem meu dinheiro,"Prezados, realizei a compra de um celular motorola g32 dia 08/11/2022, fiz o pagamento via pix no mesmo dia e no prazo indicado, e até o momento o celular não foi disponibilizado para retirada na loja indicada, visto o prazo ser de 2 dias uteis conforme informado no pedido realizado e PAGO dia 08/11. No dia13/11, ou seja, 3 dias depois do prazo dia 10/11 conforme informado para estar disponível para retirada e não tenho noticias do pedido, bem como o cumprimento da entrega por parte do magazine luiza, descumprindo assim o que informa o código de defesa consumidor no artigo 35. Já estive 3 vezes na loja física indicada para retirada e o pedido não esta disponível para retirada na mesma, bem como é informado e afirmado no status do pedido pelo site. Solicitei o cancelamento e reembolso do valor via PIX, e até o momento nada. Solicito providencias urgentes, visto ter cancelado o pedido, não ter recebido o celular e muito menos o reembolso."
"O produto foi dado como entregue a mim, mas não o recebi.","A empresa me informou que o produto fora entregue a mim. Respondi que não o havia recebido. Ela insistiu que a entrega havia sido feita. Solicitei o recibo da entrega, que deveria ter a minha assinatura. A empresa respondeu que faria contato com a entregadora. Depois, não me deu mais qualquer satisfação."
PEDIDO NÃO ENTREGUE,"Fiz a compra de uma escrivaninha no site da Magazine Luiza no dia 13/10/2022 com data prevista para entrega no dia 11/11/2022. Até o presente momento 16/11/2022 eles não entregaram o meu produto. A empresa retorna dizendo que o meu produto está a caminho, porém NADA FEITO. Um puro descaso com o consumidor. ATENÇÃO consumidores ao comprar no site do MagaLu na Black Friday, eles NÃO CUMPREM COM O PRAZO DE ENTREGA (isso se, entregarem o seu produto). Descaso! Falta de comprometimento. O barato que sai caro. AINDA AGUARDANDO A ENTREGA DO MEU PRODUTO! "
Entrega atrasada,"Boa tarde. Fiz uma compra pelo aplicativo no dia 26/10 com data prevista para entrega para o dia 10/11/2022, depois mandaram mensagem alterando para 14/11/2022 e hoje é 16/11/2022 e ainda não recebi meu pedido. Não é a primeira vez que isso acontece. "
Árvore de natal ,Foi feito um pedido de uma árvore de natal no dia 28/10 com a previsão de chegada até dia 10/11. Até então não chegou ninguém sabe aonde está e não consigo o ressarcimento da compra.
Fogão Cooktop magazine Luiza ,"No dia 17 de outubro comprei um fogão Cooktop na magazine Luiza, o prazo de entrega era até dia 27 do mesmo mês, o que não ocorreu, entrei em contato no dia 01 de novembro e pediram pra esperar mais 5 dias, esperei e nada então entrei em contato outra vez com o SAC da magazine Luiza e pedi o reembolso do valor, pediram dois dias para que fosse feito o reembolso, esperei e nada, entrei em contato novamente e me deram até dia 14 de novembro pra fazer o reembolso, de novo esperei, aí no dia 14 as 23:45 hs colocam como entregue o fogão, só que não recebi nada, e agora entrei em contato de novo pediram mais 7 dias pra ver o que está acontecendo, é brincadeira não aguento mais essa situação, se poderem me ajudar agradeço."
